label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
gun,0.6407729983329773,0.7238888144493103,-2.6729819069259975e-07,0.6168251633644104,0.6505849957466125,-0.020713526755571365,0.6129490733146667,0.5611735582351685,-0.033567219972610474,0.6120610237121582,0.4925968647003174,-0.0451367013156414,0.6124478578567505,0.42151880264282227,-0.055530574172735214,0.6658599972724915,0.5768400430679321,-0.029567761346697807,0.6608407497406006,0.5668359398841858,-0.050283946096897125,0.6572616100311279,0.5487056970596313,-0.06518509984016418,0.6540804505348206,0.5342992544174194,-0.07624424993991852,0.6871312260627747,0.6237748861312866,-0.03195006772875786,0.6119369864463806,0.6578249931335449,-0.05185145512223244,0.6023880243301392,0.6621967554092407,-0.05867762863636017,0.6130543947219849,0.6623971462249756,-0.06359226256608963,0.6877895593643188,0.6881015300750732,-0.03689867630600929,0.6093643307685852,0.7183974981307983,-0.05608333647251129,0.6078861355781555,0.7124752402305603,-0.05067569389939308,0.621723473072052,0.7032168507575989,-0.0459735281765461,0.6783374547958374,0.7476447224617004,-0.04466251656413078,0.6177898049354553,0.7663295865058899,-0.06574241071939468,0.6179389357566833,0.7586963176727295,-0.06691035628318787,0.6319103240966797,0.7479963302612305,-0.06453872472047806
gun,0.6663428544998169,0.7145697474479675,-1.2188188236450515e-07,0.6414031386375427,0.631813645362854,-0.02844114601612091,0.6412531137466431,0.5438379645347595,-0.0460708849132061,0.6457382440567017,0.47743546962738037,-0.06051304563879967,0.6487210392951965,0.4027637839317322,-0.07415280491113663,0.7042796611785889,0.5687299966812134,-0.044000498950481415,0.6887720823287964,0.5574474930763245,-0.06865452229976654,0.6869436502456665,0.5406929850578308,-0.08598118275403976,0.6875190138816833,0.5219999551773071,-0.09890403598546982,0.720856249332428,0.6198596954345703,-0.04373251274228096,0.6367413401603699,0.6362181901931763,-0.06708130240440369,0.6314157843589783,0.639012336730957,-0.07361560314893723,0.6467644572257996,0.641400158405304,-0.0785059705376625,0.7151089310646057,0.6841561794281006,-0.04634646326303482,0.6304019093513489,0.6980012059211731,-0.06783778965473175,0.6352745890617371,0.6921870708465576,-0.06186596304178238,0.6543108820915222,0.6890743374824524,-0.056727901101112366,0.7001441717147827,0.74239581823349,-0.052355945110321045,0.6386874318122864,0.7490035891532898,-0.0756932869553566,0.6449956297874451,0.7403649091720581,-0.07743357867002487,0.6656820178031921,0.7340317964553833,-0.07541999965906143
gun,0.5973020792007446,0.6911460161209106,-2.5947389303837554e-07,0.5836846232414246,0.6242424845695496,-0.022783830761909485,0.5810837149620056,0.5426077842712402,-0.03617049381136894,0.5798503756523132,0.479807585477829,-0.047645293176174164,0.5830228924751282,0.416601300239563,-0.05668170750141144,0.6270931363105774,0.5673866868019104,-0.03199368342757225,0.6135189533233643,0.5594629645347595,-0.056516390293836594,0.614585280418396,0.5388153195381165,-0.07371418923139572,0.61668461561203,0.5268011093139648,-0.08445172756910324,0.6477049589157104,0.6140164136886597,-0.031238405033946037,0.5635591149330139,0.6441469788551331,-0.05139860138297081,0.5625642538070679,0.6330165266990662,-0.0548413023352623,0.5775200128555298,0.6287437081336975,-0.05566558614373207,0.646254301071167,0.6746374368667603,-0.03368638828396797,0.5631120800971985,0.6976763606071472,-0.05399448052048683,0.5677293539047241,0.682707667350769,-0.04492112249135971,0.5851092338562012,0.6766425967216492,-0.03531121462583542,0.6357360482215881,0.728491485118866,-0.03957175463438034,0.5697263479232788,0.7419560551643372,-0.06220240890979767,0.5744587182998657,0.7321779727935791,-0.062300559133291245,0.5935316681861877,0.7261478900909424,-0.056935664266347885
gun,0.5462788343429565,0.6839188933372498,-2.2741076577403874e-07,0.5372606515884399,0.6198180913925171,-0.02560730278491974,0.5360131859779358,0.5430761575698853,-0.039916519075632095,0.5344617962837219,0.47985708713531494,-0.05172279104590416,0.5366776585578918,0.4165981113910675,-0.06058733910322189,0.5769121646881104,0.5656936168670654,-0.03412272036075592,0.5487648248672485,0.5607237815856934,-0.058730658143758774,0.5447297096252441,0.544178307056427,-0.07520008087158203,0.5480978488922119,0.5354595184326172,-0.08499225974082947,0.5940777659416199,0.6192561984062195,-0.03277786448597908,0.503860592842102,0.652577817440033,-0.05268200486898422,0.5124014019966125,0.6359145641326904,-0.058080509305000305,0.5325800776481628,0.6262615323066711,-0.06015456095337868,0.5918375849723816,0.6863160729408264,-0.03446195274591446,0.5024466514587402,0.7098035216331482,-0.0536004900932312,0.5132339596748352,0.6948732137680054,-0.044906098395586014,0.5339748859405518,0.6892808675765991,-0.035014424473047256,0.5810158252716064,0.7453363537788391,-0.04007447883486748,0.513036847114563,0.7565209269523621,-0.06177172437310219,0.5205104351043701,0.7417595982551575,-0.0620487704873085,0.540310800075531,0.7337988018989563,-0.05623646080493927
gun,0.530208945274353,0.7899895906448364,-9.65788160556258e-08,0.5171604156494141,0.7111069560050964,0.0017601439030840993,0.4932389557361603,0.6437721848487854,-0.007716230116784573,0.46839654445648193,0.6039071083068848,-0.018528055399656296,0.4519118070602417,0.5825031995773315,-0.031278081238269806,0.5058903694152832,0.6026278138160706,-0.027819683775305748,0.4753071367740631,0.5738734602928162,-0.05136411637067795,0.4639739692211151,0.5483576059341431,-0.0647616982460022,0.45693525671958923,0.5232915282249451,-0.07343240082263947,0.5111132264137268,0.6409431099891663,-0.03980513662099838,0.42328131198883057,0.6553014516830444,-0.062482595443725586,0.4294587969779968,0.6825346350669861,-0.06169973686337471,0.44967710971832275,0.6847083568572998,-0.06010954827070236,0.5085397958755493,0.6955605745315552,-0.051761265844106674,0.4266439378261566,0.7190471291542053,-0.07198478281497955,0.44033926725387573,0.735539972782135,-0.06096426025032997,0.46419790387153625,0.7282828688621521,-0.0515543669462204,0.5032387971878052,0.7520082592964172,-0.06344927847385406,0.4355941116809845,0.7680265307426453,-0.08023137599229813,0.44580841064453125,0.7745240926742554,-0.07534116506576538,0.4666743874549866,0.7619965672492981,-0.06948000192642212
gun,0.46679356694221497,0.7405903935432434,-1.4471041254182637e-07,0.4472377896308899,0.6657249331474304,-0.01683540642261505,0.41986650228500366,0.5793718695640564,-0.035970546305179596,0.4065282642841339,0.5066095590591431,-0.053220901638269424,0.4090774655342102,0.437214732170105,-0.07250113785266876,0.4421065151691437,0.5728418827056885,-0.05574220046401024,0.40833139419555664,0.5705848932266235,-0.09251417964696884,0.3924756646156311,0.5599745512008667,-0.11335619539022446,0.37982022762298584,0.5464385151863098,-0.12644481658935547,0.4465140104293823,0.6251677870750427,-0.06269572675228119,0.3576415479183197,0.6548115611076355,-0.09435008466243744,0.37150838971138,0.6878895163536072,-0.09353786706924438,0.3957485258579254,0.6906235814094543,-0.09212230145931244,0.44598838686943054,0.692991316318512,-0.07158859819173813,0.36056727170944214,0.7248193621635437,-0.10345690697431564,0.38097038865089417,0.7481123208999634,-0.08896487206220627,0.4099598824977875,0.7417250871658325,-0.07614770531654358,0.44448089599609375,0.7569975852966309,-0.08132421970367432,0.37468233704566956,0.7788035273551941,-0.10736703127622604,0.3902936577796936,0.7896512746810913,-0.10039779543876648,0.4156832695007324,0.7797176241874695,-0.09244083613157272
gun,0.4105466902256012,0.7951043844223022,-2.5060452912839537e-07,0.3897479474544525,0.7101735472679138,-0.001002506003715098,0.35440292954444885,0.612488865852356,-0.012755059637129307,0.3312435746192932,0.5281464457511902,-0.02401677705347538,0.33089885115623474,0.4501700699329376,-0.03733019158244133,0.3688213527202606,0.6087169647216797,-0.04083011671900749,0.3187131881713867,0.5935559868812561,-0.0613274872303009,0.2922568619251251,0.5978146195411682,-0.06901999562978745,0.27763307094573975,0.60918790102005,-0.07326805591583252,0.3671846389770508,0.6686428785324097,-0.0507221445441246,0.2744552493095398,0.6845796704292297,-0.0697321817278862,0.28790250420570374,0.7012653350830078,-0.06400664150714874,0.31371423602104187,0.7035041451454163,-0.06086011230945587,0.3628895580768585,0.7343652844429016,-0.05951065942645073,0.27943459153175354,0.7475954294204712,-0.07815158367156982,0.2998630702495575,0.7576932907104492,-0.06280636787414551,0.32569873332977295,0.7515644431114197,-0.05181191489100456,0.35637912154197693,0.7956495881080627,-0.06763838231563568,0.2915675640106201,0.8011435270309448,-0.08271624892950058,0.3084648549556732,0.8033206462860107,-0.07390451431274414,0.3301263153553009,0.7954506278038025,-0.06649340689182281
gun,0.35848304629325867,0.789827287197113,-1.3560870115725265e-07,0.3406805396080017,0.698120653629303,-0.0003604038793127984,0.3032737374305725,0.6089211106300354,-0.014276719652116299,0.27436167001724243,0.5333616137504578,-0.02558276429772377,0.26655250787734985,0.4630733132362366,-0.039335738867521286,0.30066677927970886,0.6026002168655396,-0.056866277009248734,0.23356476426124573,0.6002082228660583,-0.07964304834604263,0.1935061365365982,0.6034964919090271,-0.09000357985496521,0.16192910075187683,0.6090869307518005,-0.09612607955932617,0.2942335605621338,0.6649380922317505,-0.06448527425527573,0.2060350626707077,0.687188982963562,-0.08034850656986237,0.22320622205734253,0.7031079530715942,-0.0700344443321228,0.2528303563594818,0.7015877962112427,-0.06348004937171936,0.2883642911911011,0.7308208346366882,-0.06963753700256348,0.21650931239128113,0.7549778819084167,-0.08298800885677338,0.23798508942127228,0.7627590298652649,-0.06572557240724564,0.26483747363090515,0.7549984455108643,-0.05434298515319824,0.2831195890903473,0.7913647890090942,-0.07372736185789108,0.22847963869571686,0.8035277128219604,-0.08149036765098572,0.24922233819961548,0.804926335811615,-0.06829452514648438,0.27239418029785156,0.7975114583969116,-0.05874163657426834
gun,0.2708730697631836,0.7844311594963074,-1.7363751680932182e-07,0.25211194157600403,0.6921072602272034,0.0033099623396992683,0.21316495537757874,0.6081332564353943,-0.00274984585121274,0.17975392937660217,0.5360038876533508,-0.006579529959708452,0.1686115562915802,0.4717053771018982,-0.01185747142881155,0.19003507494926453,0.6081833839416504,-0.0415833480656147,0.11326628178358078,0.6064756512641907,-0.059672340750694275,0.06934580951929092,0.6106927990913391,-0.06825226545333862,0.033998798578977585,0.6139688491821289,-0.07353886216878891,0.18399818241596222,0.66653972864151,-0.04734417051076889,0.10746490955352783,0.6959912776947021,-0.057521920651197433,0.12970608472824097,0.7103275656700134,-0.0471322163939476,0.1585066020488739,0.7069187760353088,-0.040607042610645294,0.1791621297597885,0.7300309538841248,-0.05105814337730408,0.12201708555221558,0.7580561637878418,-0.05807448551058769,0.1448342502117157,0.7668865323066711,-0.04149404913187027,0.16811957955360413,0.75893235206604,-0.03111419267952442,0.17593862116336823,0.7913621068000793,-0.053980983793735504,0.13445936143398285,0.8043093681335449,-0.055516310036182404,0.1560496687889099,0.8068772554397583,-0.0418018102645874,0.17591272294521332,0.8014205694198608,-0.03237249702215195
gun,0.22488009929656982,0.7981712818145752,-1.720421636264291e-07,0.19532382488250732,0.6933898329734802,0.019030330702662468,0.16878411173820496,0.6145830154418945,0.007378982845693827,0.147904172539711,0.5482662916183472,0.0015313586918637156,0.13828861713409424,0.4805949926376343,-0.006871440447866917,0.15180669724941254,0.619317889213562,-0.08247514814138412,0.08886943012475967,0.6178498268127441,-0.09493982791900635,0.04992032051086426,0.6186904311180115,-0.09547412395477295,0.020227402448654175,0.6203698515892029,-0.09351541101932526,0.14716440439224243,0.6845398545265198,-0.08803115040063858,0.0721137523651123,0.7021563053131104,-0.06106545776128769,0.09366273134946823,0.7205073833465576,-0.015687329694628716,0.11971555650234222,0.7180564403533936,0.0056985123082995415,0.13947346806526184,0.7507285475730896,-0.08801546692848206,0.08299525827169418,0.7635130286216736,-0.05663040280342102,0.10800715535879135,0.7749717831611633,-0.019868209958076477,0.13082459568977356,0.7715761661529541,-0.008992360904812813,0.13073459267616272,0.8035916686058044,-0.08588127046823502,0.09509816020727158,0.8164011836051941,-0.05919969081878662,0.11455324292182922,0.815062403678894,-0.03412150219082832,0.1335858851671219,0.8159470558166504,-0.024886060506105423
